종목코드,종목명,거래량_매도,거래량_매수,거래량_순매수,거래대금_매도,거래대금_매수,거래대금_순매수
"003200","일신방직","7","418","411","66760","3957670","3890910"
"071200","인피니트헬스케어","0","500","500","0","3830000","3830000"
"009580","무림P&P","15","2444","2429","23532","3842382","3818850"
"007690","국도화학","465","516","51","16704850","20458350","3753500"
"108320","LX세미콘","5","111","106","160850","3805850","3645000"
"033920","무학","9","504","495","65410","3689230","3623820"
"002100","경농","6","405","399","53920","3654040","3600120"
"038390","레드캡투어","0","374","374","0","3591940","3591940"
"017390","서울가스","2","70","68","105000","3681000","3576000"
"017940","E1","2","44","42","169900","3708400","3538500"
"002030","아세아","2","20","18","377600","3910100","3532500"
"418550","제이오","0","1000","1000","0","3305245","3305245"
"161580","필옵틱스","0","128","128","0","3285500","3285500"
"005710","대원산업","0","287","287","0","3049930","3049930"
"002840","미원상사","11","35","24","1347800","4338300","2990500"
"004360","세방","7","234","227","87300","3025730","2938430"
"085620","미래에셋생명","54","229","175","776720","3561310","2784590"
"372320","큐로셀","51","154","103","1088250","3680750","2592500"
"093520","매커스","0","150","150","0","2568160","2568160"
"101360","에코앤드림","0","500","500","0","2565000","2565000"
"298830","슈어소프트테크","0","657","657","0","2448610","2448610"
"439090","마녀공장","0","148","148","0","2196320","2196320"
"377450","리파인","9","200","191","96400","2250000","2153600"
"051500","CJ프레시웨이","1515","1633","118","33724575","35626450","1901875"
"079900","전진건설로봇","3","65","62","82250","1898750","1816500"
"268280","미원에스씨","17","32","15","1997500","3800200","1802700"
"000210","DL","194","231","37","8749050","10283400","1534350"
"432720","퀄리타스반도체","0","201","201","0","1514620","1514620"
"487580","폴레드","0","418","418","0","1354239","1354239"
"381970","케이카","16","202","186","114240","1445000","1330760"
"0030R0","대신밸류리츠","1","365","364","3650","1294335","1290685"
"035600","KG이니시스","292","417","125","2730230","3809280","1079050"
"127120","제이에스링크","110","131","21","3238550","4268600","1030050"
"110990","디아이티","0","65","65","0","870010","870010"
"001060","JW중외제약","7","36","29","156900","829400","672500"
"104700","한국철강","11","75","64","103420","704130","600710"
"044340","위닉스","327","327","0","1468230","2001240","533010"
"142210","유니트론텍","0","97","97","0","518650","518650"
"065130","탑엔지니어링","0","176","176","0","505765","505765"
"453340","현대그린푸드","8","35","27","146670","644600","497930"
"002350","넥센타이어","31","98","67","203540","660410","456870"
"0011T0","채비","401","614","213","1947525","2387780","440255"
"147830","제룡산업","0","67","67","0","423250","423250"
"105840","우진","6","31","25","70940","392640","321700"
"030610","교보증권","22","55","33","192840","500370","307530"
"003530","한화투자증권","67","137","70","252035","539867","287832"
"058430","포스코스틸리온","19","86","67","75615","350852","275237"
"293940","신한알파리츠","33","82","49","171580","430440","258860"
"003850","보령","22","53","31","170220","422740","252520"
"009410","태영건설","0","145","145","0","234869","234869"
"000370","한화손해보험","40","75","35","215370","416400","201030"
"178920","PI첨단소재","9","19","10","151780","347360","195580"
"005880","대한해운","98","210","112","165630","359604","193974"
"383800","LX홀딩스","24","48","24","179700","368990","189290"
"007700","F&F홀딩스","11","25","14","145740","333305","187565"
"145990","삼양사","3","7","4","127600","303750","176150"
"284740","쿠쿠홈시스","8","15","7","170500","323850","153350"
"336370","솔루스첨단소재","22","44","22","129350","281250","151900"
"089590","제주항공","5","39","34","20750","162059","141309"
"161000","애경케미칼","16","32","16","124200","260460","136260"
"000400","롯데손해보험","99","151","52","195288","311340","116052"
"060980","HL홀딩스","3","6","3","108600","218800","110200"
"136490","선진","0","12","12","0","110020","110020"
"003620","KG모빌리티","57","98","41","149885","259555","109670"
"005720","넥센","16","34","18","93880","203070","109190"
"126560","현대퓨처넷","34","71","37","96765","205905","109140"
"130660","한전산업","11","21","10","106190","212310","106120"
"200880","서연이화","8","18","10","80070","185790","105720"
"183190","아세아시멘트","12","23","11","104640","205440","100800"
"249420","일동제약","8","15","7","99590","196930","97340"
"003070","코오롱글로벌","1","12","11","8610","104110","95500"
"344820","KCC글라스","7","11","4","152250","242350","90100"
"097520","엠씨넥스","6","11","5","100210","189950","89740"
"0120G0","삼양바이오팜","3","5","2","108300","191900","83600"
"010690","화신","12","22","10","82810","157330","74520"
"111380","동인기연","0","6","6","0","71760","71760"
"001510","SK증권","79","112","33","146806","217194","70388"
"002320","한진","4","8","4","57010","117410","60400"
"084690","대상홀딩스","10","18","8","71350","131330","59980"
"286940","롯데이노베이트","4","7","3","64520","116920","52400"
"009290","광동제약","16","24","8","91470","141595","50125"
"096760","JW홀딩스","23","36","13","83370","133125","49755"
"318160","셀바이오휴먼텍","0","9","9","0","48980","48980"
"123890","한국자산신탁","39","59","20","85520","130395","44875"
"003280","흥아해운","12","40","28","19153","63360","44207"
"000680","LS네트웍스","24","38","14","65085","108260","43175"
"000050","경방","8","13","5","63480","106080","42600"
"001250","GS글로벌","25","40","15","60235","100720","40485"
"122900","아이마켓코리아","12","16","4","85250","114840","29590"
"084010","대한제강","14","17","3","103630","128350","24720"
"383310","에코프로에이치엔","0","1","1","0","23050","23050"
"029460","케이씨","7","7","0","189350","199000","9650"
"0011A0","액스비스","498","527","29","4228740","4235360","6620"
"170900","동아에스티","55","53","-2","1998200","2004050","5850"
"091590","남화토건","0","0","0","0","0","0"
"471050","대신밸런스제17호스팩","0","0","0","0","0","0"
"489730","디비금융제13호스팩","0","0","0","0","0","0"
"477380","미래에셋비전스팩4호","0","0","0","0","0","0"
"477470","미래에셋비전스팩5호","0","0","0","0","0","0"
"122350","삼기","0","0","0","0","0","0"
"396300","세아메카닉스","0","0","0","0","0","0"
"474930","신한제13호스팩","0","0","0","0","0","0"
"074430","아미노로직스","0","0","0","0","0","0"
"456010","아이씨티케이","0","0","0","0","0","0"
"052460","아이크래프트","0","0","0","0","0","0"
"251370","와이엠티","0","0","0","0","0","0"
"389680","유디엠텍","0","0","0","0","0","0"
"084440","유비온","0","0","0","0","0","0"
"0105P0","유진스팩12호","0","0","0","0","0","0"
"424870","이뮨온시아","0","0","0","0","0","0"
"478110","이베스트스팩6호","0","0","0","0","0","0"
"287840","인투셀","0","0","0","0","0","0"
"169670","코스텍시스템","0","0","0","0","0","0"
"487720","키움제10호스팩","0","0","0","0","0","0"
"445180","퓨릿","0","0","0","0","0","0"
"475240","하나32호스팩","0","0","0","0","0","0"
"001520","동양","2","0","-2","2063","0","-2063"
"102260","동성케미컬","1","0","-1","3380","0","-3380"
"298690","에어부산","3","0","-3","4309","0","-4309"
"003610","방림","1","0","-1","5270","0","-5270"
"091810","트리니티항공","10","0","-10","5532","0","-5532"
"006840","AK홀딩스","3","0","-3","18980","0","-18980"
"267290","경동도시가스","1","0","-1","20000","0","-20000"
"008260","NI스틸","7","0","-7","21255","0","-21255"
"023000","삼원강재","10","0","-10","21650","0","-21650"
"058860","KTis","9","0","-9","21855","0","-21855"
"017550","수산세보틱스","15","0","-15","22009","0","-22009"
"092220","KEC","10","0","-10","22680","0","-22680"
"012800","대창","23","0","-23","22768","0","-22768"
"007210","벽산","17","0","-17","22896","0","-22896"
"008700","아남전자","20","0","-20","22917","0","-22917"
"067830","세이브존I&C","11","0","-11","23225","0","-23225"
"227840","현대코퍼레이션홀딩스","2","0","-2","23580","0","-23580"
"070960","모나용평","12","0","-12","24197","0","-24197"
"004250","NPC","9","0","-9","24610","0","-24610"
"002450","삼익악기","23","0","-23","24630","0","-24630"
"032560","황금에스티","5","0","-5","25200","0","-25200"
"014280","금강공업","7","0","-7","26095","0","-26095"
"014580","태경비케이","7","0","-7","26192","0","-26192"
"267850","아시아나IDT","3","0","-3","26550","0","-26550"
"013570","디와이","7","0","-7","26570","0","-26570"
"002620","제일파마홀딩스","4","0","-4","26860","0","-26860"
"462520","조선내화","2","0","-2","27210","0","-27210"
"271980","제일약품","3","0","-3","27240","0","-27240"
"014530","극동유화","9","0","-9","27425","0","-27425"
"089470","HDC현대EP","8","0","-8","27795","0","-27795"
"011280","태림포장","18","0","-18","28053","0","-28053"
"004080","신흥","2","0","-2","28070","0","-28070"
"009070","KCTC","8","0","-8","28145","0","-28145"
"001360","삼성제약","24","0","-24","28618","0","-28618"
"004150","한솔홀딩스","10","0","-10","28650","0","-28650"
"350520","이지스레지던스리츠","9","0","-9","29140","0","-29140"
"012610","경인양행","11","0","-11","29240","0","-29240"
"020120","키다리스튜디오","9","0","-9","29250","0","-29250"
"342870","오아","7","0","-7","30135","0","-30135"
"011500","한농화성","3","0","-3","30340","0","-30340"
"037560","LG헬로비전","20","0","-20","30558","0","-30558"
"210540","디와이파워","3","0","-3","30730","0","-30730"
"083420","그린케미칼","7","0","-7","30865","0","-30865"
"002460","HS화성","3","0","-3","31520","0","-31520"
"000020","동화약품","7","0","-7","32065","0","-32065"
"079430","현대리바트","6","0","-6","32270","0","-32270"
"460850","동국씨엠","7","0","-7","33590","0","-33590"
"272550","삼양패키징","4","0","-4","34120","0","-34120"
"002390","한독","4","0","-4","34580","0","-34580"
"000700","유수홀딩스","6","0","-6","35260","0","-35260"
"094280","효성ITX","3","0","-3","35380","0","-35380"
"090350","노루페인트","5","0","-5","35550","0","-35550"
"092200","디아이씨","9","0","-9","35930","0","-35930"
"004970","신라교역","4","0","-4","36100","0","-36100"
"003220","대원제약","5","0","-5","36280","0","-36280"
"071840","롯데하이마트","6","0","-6","36610","0","-36610"
"000970","한국주철관","6","0","-6","38270","0","-38270"
"487570","HS효성","1","0","-1","38450","0","-38450"
"001780","알루코","26","0","-26","39308","0","-39308"
"081000","일진다이아","5","0","-5","39330","0","-39330"
"003480","한진중공업홀딩스","9","0","-9","39350","0","-39350"
"213500","한솔제지","6","0","-6","39370","0","-39370"
"004310","현대약품","8","0","-8","39520","0","-39520"
"004090","한국석유","4","0","-4","40260","0","-40260"
"007860","서연","6","0","-6","41150","0","-41150"
"293480","하나제약","5","0","-5","41480","0","-41480"
"016450","한세예스24홀딩스","10","0","-10","42030","0","-42030"
"025860","남해화학","16","8","-8","86440","44240","-42200"
"234080","JW생명과학","4","0","-4","43150","0","-43150"
"248170","샘표식품","2","0","-2","44000","0","-44000"
"000320","노루홀딩스","3","0","-3","44230","0","-44230"
"271940","일진하이솔루스","10","5","-5","94160","49350","-44810"
"128820","대성산업","12","0","-12","44900","0","-44900"
"033530","SJG세종","8","0","-8","45110","0","-45110"
"339770","교촌에프앤비","13","0","-13","45845","0","-45845"
"100250","진양홀딩스","16","0","-16","46320","0","-46320"
"016800","퍼시스","4","2","-2","98650","51800","-46850"
"000140","하이트진로홀딩스","6","0","-6","47850","0","-47850"
"102460","이연제약","5","0","-5","48530","0","-48530"
"001940","KISCO홀딩스","5","3","-2","128650","77850","-50800"
"039570","HDC랩스","7","0","-7","51300","0","-51300"
"034590","인천도시가스","2","0","-2","51700","0","-51700"
"117580","대성에너지","8","0","-8","52720","0","-52720"
"475560","더본코리아","4","0","-4","53310","0","-53310"
"377740","바이오노트","30","17","-13","131355","74885","-56470"
"037270","YG PLUS","19","0","-19","57215","0","-57215"
"095570","AJ네트웍스","14","0","-14","57315","0","-57315"
"003960","사조대림","2","0","-2","57600","0","-57600"
"005010","휴스틸","17","0","-17","57820","0","-57820"
"004980","성신양회","8","0","-8","57830","0","-57830"
"000860","강남제비스코","5","0","-5","58790","0","-58790"
"000480","CR홀딩스","13","0","-13","59560","0","-59560"
"053210","스카이라이프","15","0","-15","59585","0","-59585"
"129920","대성하이텍","17","0","-17","59900","0","-59900"
"134380","미원화학","6","0","-6","60260","0","-60260"
"004700","조광피혁","2","1","-1","125000","64200","-60800"
"000540","흥국화재","22","0","-22","65840","0","-65840"
"272450","진에어","14","0","-14","68260","0","-68260"
"226320","잇츠한불","8","0","-8","71610","0","-71610"
"001630","종근당홀딩스","2","0","-2","74250","0","-74250"
"005610","삼립","3","1","-2","114850","39050","-75800"
"025000","KPX케미칼","2","0","-2","96650","0","-96650"
"005250","녹십자홀딩스","13","2","-11","118190","18640","-99550"
"003830","대한화섬","1","0","-1","107800","0","-107800"
"0015N0","아로마티카","54","33","-21","277060","152425","-124635"
"003920","남양유업","3","0","-3","126000","0","-126000"
"002600","조흥","1","0","-1","134500","0","-134500"
"005430","한국공항","2","0","-2","158400","0","-158400"
"092230","KPX홀딩스","3","0","-3","247300","0","-247300"
"0041J0","엘에스스팩1호","144","0","-144","286824","0","-286824"
"234340","헥토파이낸셜","24","0","-24","385930","0","-385930"
"480370","씨케이솔루션","351","0","-351","418081","0","-418081"
"009270","신원","545","144","-401","556069","137587","-418482"
"006620","동구바이오제약","141","32","-109","536890","113845","-423045"
"190510","나무가","47","16","-31","637490","194920","-442570"
"001460","BYC","15","0","-15","460100","0","-460100"
"099440","스맥","3577","3577","0","11821995","11339090","-482905"
"265520","AP시스템","56","26","-30","990380","495260","-495120"
"000430","대원강업","178","30","-148","598805","101620","-497185"
"298000","효성화학","8","0","-8","536200","0","-536200"
"093240","형지엘리트","1431","0","-1431","536801","0","-536801"
"002710","TCC스틸","77","0","-77","563950","0","-563950"
"372910","한컴라이프케어","351","0","-351","578400","0","-578400"
"001340","PKC","131","0","-131","588575","0","-588575"
"448730","삼성FN리츠","3582","3469","-113","19783635","19169860","-613775"
"092440","기신정기","366","0","-366","675344","0","-675344"
"055490","테이팩스","59","0","-59","680560","0","-680560"
"129260","인터지스","366","0","-366","686292","0","-686292"
"139990","아주스틸","337","0","-337","689420","0","-689420"
"007280","한국특강","381","0","-381","697745","0","-697745"
"024900","디와이덕양","410","0","-410","711668","0","-711668"
"010040","한국내화","513","0","-513","723492","0","-723492"
"005870","휴니드","176","0","-176","726865","0","-726865"
"009200","무림페이퍼","527","0","-527","753112","0","-753112"
"058730","다스코","234","0","-234","755960","0","-755960"
"006890","태경케미컬","146","0","-146","775460","0","-775460"
"016090","대현","556","0","-556","807598","0","-807598"
"079980","휴비스","439","0","-439","834216","0","-834216"
"013870","지엠비코리아","234","0","-234","866460","0","-866460"
"011700","한신기계","410","0","-410","878680","0","-878680"
"027360","아주IB투자","339","0","-339","879989","0","-879989"
"011150","CJ씨푸드","454","0","-454","888971","0","-888971"
"155660","DSR","205","0","-205","890495","0","-890495"
"000180","성창기업지주","176","0","-176","902960","0","-902960"
"063160","종근당바이오","73","0","-73","942370","0","-942370"
"163560","동일고무벨트","176","0","-176","970200","0","-970200"
"0004Y0","디비금융제14호스팩","494","0","-494","990470","0","-990470"
"002200","한국수출포장","439","0","-439","1002010","0","-1002010"
"417500","제이아이테크","396","0","-396","1026720","0","-1026720"
"065660","안트로젠","71","0","-71","1056950","0","-1056950"
"403550","쏘카","159","42","-117","1513180","391070","-1122110"
"484870","엠앤씨솔루션","275","182","-93","3747250","2489250","-1258000"
"380550","뉴로핏","173","0","-173","1362380","0","-1362380"
"097230","HJ중공업","235","112","-123","3195800","1648245","-1547555"
"0015S0","페스카로","336","109","-227","2282260","626150","-1656110"
"092790","넥스틸","184","38","-146","2105510","417490","-1688020"
"008060","대덕","171","20","-151","1955150","258330","-1696820"
"008830","대동기어","223","0","-223","1700240","0","-1700240"
"038500","삼표시멘트","285","0","-285","1809470","0","-1809470"
"317450","명인제약","953","908","-45","40034500","38184050","-1850450"
"027710","팜스토리","1993","206","-1787","2064853","212579","-1852274"
"005800","신영와코루","679","514","-165","8769430","6819120","-1950310"
"059270","해성에어로보틱스","408","0","-408","1958400","0","-1958400"
"039560","다산네트웍스","957","0","-957","1966945","0","-1966945"
"009470","삼화전기","103","0","-103","1984750","0","-1984750"
"156100","엘앤케이바이오","543","0","-543","2014530","0","-2014530"
"021080","에이티넘인베스트","968","0","-968","2028245","0","-2028245"
"065530","와이어블","1913","0","-1913","2054562","0","-2054562"
"105630","한세실업","264","34","-230","2397440","309585","-2087855"
"230240","에치에프알","208","35","-173","2587520","492450","-2095070"
"015860","일진홀딩스","460","32","-428","2274670","170840","-2103830"
"003470","유안타증권","692","128","-564","2704610","534035","-2170575"
"046120","오르비텍","592","0","-592","2173170","0","-2173170"
"138610","나이벡","181","0","-181","2182860","0","-2182860"
"017860","DS단석","392","174","-218","4162940","1973760","-2189180"
"096250","와이즈넛","362","0","-362","2221980","0","-2221980"
"001270","부국증권","53","7","-46","2592600","357100","-2235500"
"002230","피에스텍","539","0","-539","2243181","0","-2243181"
"263800","데이타솔루션","384","0","-384","2327040","0","-2327040"
"413630","씨피시스템","2334","1498","-836","8966190","6584940","-2381250"
"339950","아이비김영","978","113","-865","2724180","311585","-2412595"
"001200","유진투자증권","722","62","-660","2660619","243480","-2417139"
"025820","이구산업","701","0","-701","2417660","0","-2417660"
"041920","메디아나","320","0","-320","2438400","0","-2438400"
"002240","고려제강","173","18","-155","2732760","293640","-2439120"
"004560","현대비앤지스틸","247","0","-247","2464545","0","-2464545"
"016380","KG스틸","564","66","-498","2799390","334255","-2465135"
"489480","키움제11호스팩","2000","775","-1225","4050000","1565500","-2484500"
"347860","알체라","1466","0","-1466","2506856","0","-2506856"
"038290","마크로젠","237","0","-237","2517230","0","-2517230"
"001390","KG케미칼","699","43","-656","2696505","170690","-2525815"
"000490","대동","431","0","-431","2535780","0","-2535780"
"034830","한국토지신탁","2581","165","-2416","2807320","182778","-2624542"
"396690","미래에셋글로벌리츠","1615","0","-1615","2635120","0","-2635120"
"136540","윈스테크넷","273","16","-257","2803020","162910","-2640110"
"0013V0","삼진식품","558","15","-543","2729860","70945","-2658915"
"034120","SBS","247","0","-247","2673390","0","-2673390"
"030210","다올투자증권","869","0","-869","2680865","0","-2680865"
"042510","라온시큐어","352","0","-352","2681630","0","-2681630"
"000390","SP삼화","490","0","-490","2686905","0","-2686905"
"009680","모토닉","285","11","-274","2795210","107060","-2688150"
"072870","메가스터디","215","5","-210","2752555","64020","-2688535"
"046440","KG파이낸셜","729","0","-729","2694024","0","-2694024"
"017810","풀무원","333","25","-308","2929990","219100","-2710890"
"032190","다우데이타","166","0","-166","2714730","0","-2714730"
"489210","교보17호스팩","6743","5425","-1318","13654575","10931375","-2723200"
"024060","흥구석유","256","0","-256","2731930","0","-2731930"
"033270","유나이티드제약","172","11","-161","2924430","189150","-2735280"
"005500","삼진제약","167","6","-161","2854560","104900","-2749660"
"005160","동국산업","1239","0","-1239","2755375","0","-2755375"
"037070","파세코","472","0","-472","2763970","0","-2763970"
"002150","도화엔지니어링","611","0","-611","2838490","0","-2838490"
"034810","해성산업","499","0","-499","2841370","0","-2841370"
"003460","유화증권","1000","0","-1000","2857070","0","-2857070"
"035810","이지홀딩스","709","0","-709","2868580","0","-2868580"
"018250","애경산업","276","5","-271","2992790","55950","-2936840"
"016590","신대양제지","344","20","-324","3147450","200300","-2947150"
"032750","삼진","996","0","-996","2948160","0","-2948160"
"009160","SIMPAC","708","32","-676","3112535","148595","-2963940"
"0068Y0","비엔케이제3호스팩","1500","0","-1500","2973241","0","-2973241"
"002960","한국쉘석유","7","1","-6","3488500","499500","-2989000"
"017890","한국알콜","246","0","-246","3086865","0","-3086865"
"024720","콜마홀딩스","385","17","-368","3246650","143640","-3103010"
"007160","사조산업","74","0","-74","3263700","0","-3263700"
"457370","한켐","553","0","-553","3304080","0","-3304080"
"125490","한라캐스트","492","0","-492","3414310","0","-3414310"
"004430","송원산업","308","0","-308","3444300","0","-3444300"
"067920","이글루","711","0","-711","3487525","0","-3487525"
"035000","HS애드","567","0","-567","3506550","0","-3506550"
"476060","온코닉테라퓨틱스","791","430","-361","7953290","4397520","-3555770"
"013890","지누스","426","0","-426","3562670","0","-3562670"
"365590","하이딥","3500","0","-3500","3564204","0","-3564204"
"064400","LG씨엔에스","6416","6175","-241","394489950","390840750","-3649200"
"0007J0","인벤테라","647","159","-488","4766700","1059720","-3706980"
"484120","도우인시스","234","0","-234","3814200","0","-3814200"
"417200","LS머트리얼즈","2909","1972","-937","26787190","22936520","-3850670"
"469610","이노테크","314","0","-314","3861840","0","-3861840"
"056190","SFA","987","674","-313","17828910","13857800","-3971110"
"095660","네오위즈","229","0","-229","4088710","0","-4088710"
"028100","동아지질","255","4","-251","4218900","66000","-4152900"
"001740","SK네트웍스","2334","1760","-574","16279115","11748775","-4530340"
"036200","유니셈","714","0","-714","4551420","0","-4551420"
"475040","스트라드비젼","1642","0","-1642","4602960","0","-4602960"
"262260","에이프로","2313","0","-2313","5084755","0","-5084755"
"365660","레몬헬스케어","2726","1423","-1303","11057580","5814565","-5243015"
"462350","이노스페이스","1500","283","-1217","7458450","1706770","-5751680"
"020560","아시아나항공","802","0","-802","5754700","0","-5754700"
"458350","에스팀","1825","409","-1416","7186269","1361580","-5824689"
"150900","파수AI","1937","0","-1937","5827080","0","-5827080"
"122640","예스티","13870","13981","111","277289320","271452650","-5836670"
"018120","진로발효","368","0","-368","6078470","0","-6078470"
"023160","태광","1710","1316","-394","36540030","30042325","-6497705"
"073240","금호타이어","8740","8221","-519","53654560","47150095","-6504465"
"298050","HS효성첨단소재","298","248","-50","42053600","35486500","-6567100"
"012690","모나리자","4591","0","-4591","7006163","0","-7006163"
"450950","아스테라시스","1310","0","-1310","7038730","0","-7038730"
"232140","와이씨","4799","3775","-1024","41246910","34114150","-7132760"
"186230","그린플러스","2568","0","-2568","7513280","0","-7513280"
"054950","제이브이엠","375","0","-375","7638650","0","-7638650"
"025320","시노펙스","2525","0","-2525","7867140","0","-7867140"
"408470","한패스","1641","153","-1488","8705595","783860","-7921735"
"451800","한화리츠","5000","3495","-1505","24903475","16961884","-7941591"
"486630","KB제30호스팩","10000","5906","-4094","20225755","11930120","-8295635"
"290740","액트로","1208","0","-1208","8987640","0","-8987640"
"214370","케어젠","3201","2706","-495","160437300","151089000","-9348300"
"478390","KB제29호스팩","10000","5365","-4635","20375841","10917775","-9458066"
"389470","인벤티지랩","1058","659","-399","29050350","19468000","-9582350"
"482520","교보16호스팩","4814","0","-4814","9796490","0","-9796490"
"481890","엔에이치스팩31호","4712","0","-4712","9800960","0","-9800960"
"0041B0","교보18호스팩","5000","0","-5000","10075550","0","-10075550"
"174900","앱클론","552","0","-552","10106090","0","-10106090"
"011080","형지I&C","7100","0","-7100","10226683","0","-10226683"
"046890","서울반도체","1431","0","-1431","10431990","0","-10431990"
"060720","KH바텍","1118","0","-1118","10551330","0","-10551330"
"002990","금호건설","3678","3196","-482","34330010","23345810","-10984200"
"003300","한일홀딩스","659","25","-634","11553100","434840","-11118260"
"018290","브이티","2439","1234","-1205","26179780","14919480","-11260300"
"400760","NH올원리츠","3744","0","-3744","11364405","0","-11364405"
"357120","코람코라이프인프라리츠","2823","64","-2759","11743185","266090","-11477095"
"036120","서울평가정보","7587","0","-7587","12003697","0","-12003697"
"010780","아이에스동서","663","20","-643","12372090","359450","-12012640"
"058470","리노공업","7489","7157","-332","474988150","462932000","-12056150"
"0115H0","삼성스팩13호","10000","3478","-6522","19780707","6876006","-12904701"
"330590","롯데리츠","3758","189","-3569","13733300","691337","-13041963"
"081180","쎄크","2763","0","-2763","13104999","0","-13104999"
"494120","큐리오시스","2586","937","-1649","22195150","8906400","-13288750"
"015360","INVENI","2045","1016","-1029","27929710","14393210","-13536500"
"0101C0","하나36호스팩","10000","3000","-7000","19818644","5952000","-13866644"
"306200","세아제강","387","257","-130","48616700","34670000","-13946700"
"090850","현대이지웰","2250","0","-2250","13947980","0","-13947980"
"0130H0","엔에이치스팩33호","10000","3000","-7000","19922037","5970000","-13952037"
"372800","아이티아이즈","5000","0","-5000","14070610","0","-14070610"
"026890","스틱인베스트먼트","1920","39","-1881","14919340","296730","-14622610"
"001045","CJ우","231","0","-231","14885000","0","-14885000"
"0044K0","삼성스팩10호","10000","2442","-7558","19828731","4835160","-14993571"
"082640","동양생명","2290","334","-1956","17824270","2747275","-15076995"
"214320","이노션","823","26","-797","15652600","492020","-15160580"
"009155","삼성전기우","615","619","4","265149500","249792500","-15357000"
"229640","LS에코에너지","410","26","-384","16467250","1025800","-15441450"
"017900","광전자","3038","28","-3010","15761780","143445","-15618335"
"446840","지슨","11458","5547","-5911","32218930","16314705","-15904225"
"102940","코오롱생명과학","1046","0","-1046","16192060","0","-16192060"
"067990","도이치모터스","4432","0","-4432","16360030","0","-16360030"
"006060","화승인더","7089","0","-7089","16415551","0","-16415551"
"036890","진성티이씨","1285","0","-1285","16646410","0","-16646410"
"487830","신한제15호스팩","10000","1700","-8300","20160615","3425500","-16735115"
"036630","세종텔레콤","2419","0","-2419","17191980","0","-17191980"
"490470","세미파이브","2680","1500","-1180","36993590","19725000","-17268590"
"039420","케이엘넷","7030","0","-7030","17669870","0","-17669870"
"241590","화승엔터프라이즈","6089","0","-6089","18104710","0","-18104710"
"446540","메가터치","3026","0","-3026","18189340","0","-18189340"
"404990","신한서부티엔디리츠","4805","30","-4775","18511505","116535","-18394970"
"050890","쏠리드","3027","483","-2544","23488075","4349310","-19138765"
"075580","세진중공업","2733","660","-2073","26325200","7115160","-19210040"
"394800","쓰리빌리언","10126","6522","-3604","50824095","31476995","-19347100"
"0072Z0","KB제33호스팩","10000","100","-9900","19735140","197000","-19538140"
"264900","크라운제과","2473","0","-2473","19653390","0","-19653390"
"0129K0","신한제18호스팩","10000","0","-10000","19768074","0","-19768074"
"0093G0","미래에셋비전스팩8호","10000","0","-10000","19833450","0","-19833450"
"0097F0","미래에셋비전스팩10호","10000","0","-10000","19852787","0","-19852787"
"0071M0","삼성스팩11호","10000","0","-10000","19866706","0","-19866706"
"0099W0","미래에셋비전스팩11호","10000","0","-10000","19882917","0","-19882917"
"071280","로체시스템즈","3338","0","-3338","20108630","0","-20108630"
"484130","하나34호스팩","10000","0","-10000","20271040","0","-20271040"
"493330","지에프아이","2152","0","-2152","20459040","0","-20459040"
"0088D0","메리츠제1호스팩","10000","0","-10000","20892670","0","-20892670"
"101530","해태제과식품","3854","0","-3854","20998610","0","-20998610"
"031210","서울보증보험","551","45","-506","23078200","1874500","-21203700"
"075180","새론오토모티브","7734","0","-7734","21619230","0","-21619230"
"052400","코나아이","873","246","-627","31263200","9595350","-21667850"
"466690","키움히어로제1호스팩","12613","1626","-10987","25289630","3248748","-22040882"
"069620","대웅제약","503","318","-185","62533850","40334350","-22199500"
"403850","더핑크퐁컴퍼니","2000","0","-2000","22206570","0","-22206570"
"200670","휴메딕스","956","0","-956","22993650","0","-22993650"
"140410","메지온","400","0","-400","23338900","0","-23338900"
"089790","제이티","7376","0","-7376","23745639","0","-23745639"
"0091W0","신영스팩11호","11939","0","-11939","23890690","0","-23890690"
"0082N0","카나프테라퓨틱스","2231","0","-2231","24475260","0","-24475260"
"089890","코세스","1327","0","-1327","24968180","0","-24968180"
"358570","지아이이노베이션","4175","412","-3763","28698470","3139950","-25558520"
"445090","에이직랜드","1798","104","-1694","27592030","1994650","-25597380"
"260970","에스앤디","546","0","-546","25969950","0","-25969950"
"002820","SUN&L","11546","0","-11546","26094180","0","-26094180"
"334890","이지스밸류플러스리츠","13286","5908","-7378","47066305","20812795","-26253510"
"005690","파미셀","2497","38","-2459","26674295","372900","-26301395"
"0130D0","신한제17호스팩","13325","0","-13325","26373190","0","-26373190"
"173940","에프엔씨엔터","12038","0","-12038","27059420","0","-27059420"
"053030","바이넥스","4573","0","-4573","27261050","0","-27261050"
"302550","리메드","10651","0","-10651","27616054","0","-27616054"
"003490","대한항공","21862","20785","-1077","557314500","529512425","-27802075"
"044450","KSS해운","2983","11","-2972","28592300","105000","-28487300"
"003570","SNT다이내믹스","1210","337","-873","38534050","10014100","-28519950"
"005940","NH투자증권","14364","12636","-1728","388381300","359482075","-28899225"
"000520","삼일제약","4399","0","-4399","28922525","0","-28922525"
"065510","휴비츠","4513","0","-4513","29593090","0","-29593090"
"451250","삐아","4471","0","-4471","29786480","0","-29786480"
"492220","KB제31호스팩","15000","0","-15000","30079557","0","-30079557"
"023600","삼보판지","3848","0","-3848","30404260","0","-30404260"
"425040","티이엠씨","6188","2000","-4188","46360720","15840000","-30520720"
